Symbol,Security Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E Ratio,EPS(TTM),EPS Growth,Div Yield,Sector,Analyst Rating
UA,"Under Armour, Inc.",6.24 USD,+0.65%,4.86 M,1.06,2.76 B USD,—,−0.46 USD,−190.17%,0.00%,Consumer non-durables,Neutral
UAL,"United Airlines Holdings, Inc.",74.65 USD,−1.78%,4.81 M,0.56,24.38 B USD,6.81,10.97 USD,+35.48%,0.00%,Transportation,Strong buy
UAMY,United States Antimony Corporation,2.53 USD,−1.56%,1.97 M,0.54,298.35 M USD,—,−0.01 USD,+84.40%,0.00%,Non-energy minerals,Strong buy
UAN,"CVR Partners, LP",81.70 USD,−0.73%,12.37 K,0.32,863.54 M USD,11.45,7.13 USD,−9.30%,8.27%,Process industries,—
UAVS,"AgEagle Aerial Systems, Inc.",0.8060 USD,−0.49%,169.87 K,0.28,11.22 M USD,—,−31.40 USD,+90.76%,0.00%,Electronic technology,—
UBCP,"United Bancorp, Inc.",13.61 USD,+0.74%,4.22 K,0.94,78.86 M USD,11.03,1.23 USD,−22.37%,5.25%,Finance,Strong buy
UBER,"Uber Technologies, Inc.",87.75 USD,−0.28%,17.93 M,0.72,183.5 B USD,15.30,5.73 USD,+795.10%,0.00%,Transportation,Strong buy
UBFO,United Security Bancshares,8.71 USD,−0.91%,19.11 K,0.77,152.22 M USD,11.27,0.77 USD,−25.70%,5.51%,Finance,—
UBSI,"United Bankshares, Inc.",36.01 USD,−0.33%,539.69 K,0.98,5.12 B USD,13.35,2.70 USD,+2.81%,4.11%,Finance,Neutral
UBX,"Unity Biotechnology, Inc.",0.7790 USD,+1.18%,72.21 K,0.36,13.41 M USD,—,−1.63 USD,+35.08%,0.00%,Health technology,Buy
UBXG,U-BX Technology Ltd.,3.74 USD,+0.79%,3.55 K,0.16,77.73 M USD,23.60,0.16 USD,—,0.00%,Commercial services,—
UCAR,U Power Limited,2.98 USD,−2.87%,5.8 K,0.23,12.04 M USD,—,−2.04 USD,−14.75%,0.00%,Consumer durables,—
UCB,"United Community Banks, Inc.",28.34 USD,−0.91%,603.82 K,1.32,3.44 B USD,13.43,2.11 USD,+37.79%,3.35%,Finance,Buy
UCTT,"Ultra Clean Holdings, Inc.",19.93 USD,−1.68%,277.49 K,0.61,899.82 M USD,32.26,0.62 USD,—,0.00%,Producer manufacturing,Strong buy
UDMY,"Udemy, Inc.",6.87 USD,+0.59%,870.22 K,1.09,1.02 B USD,—,−0.46 USD,+14.22%,0.00%,Technology services,Buy
UEC,Uranium Energy Corp.,6.45 USD,+25.00%,67.07 M,7.44,2.77 B USD,—,−0.16 USD,"−1,057.66%",0.00%,Non-energy minerals,Strong buy
UEIC,Universal Electronics Inc.,6.55 USD,−5.35%,35.95 K,0.42,86.26 M USD,—,−1.67 USD,+52.80%,0.00%,Consumer durables,Strong buy
UFCS,"United Fire Group, Inc",27.80 USD,+0.80%,76.81 K,0.92,707.53 M USD,10.95,2.54 USD,—,2.30%,Finance,Buy
UFG,Uni-Fuels Holdings Limited,1.96 USD,−4.85%,705.63 K,0.89,63.53 M USD,—,—,—,0.00%,Distribution services,—
UFI,"Unifi, Inc. New",4.93 USD,−2.76%,22.49 K,0.26,90.52 M USD,—,−2.17 USD,+32.95%,0.00%,Process industries,—
UFPI,"UFP Industries, Inc.",96.35 USD,−1.37%,435.2 K,0.88,5.82 B USD,15.90,6.06 USD,−24.36%,1.39%,Non-energy minerals,Buy
UFPT,"UFP Technologies, Inc.",234.42 USD,+0.32%,86.53 K,0.71,1.81 B USD,28.71,8.16 USD,+31.51%,0.00%,Process industries,Buy
UG,"United-Guardian, Inc.",8.14 USD,−0.12%,3.32 K,0.83,37.4 M USD,12.96,0.63 USD,+4.93%,8.60%,Process industries,—
UGI,UGI Corporation,36.08 USD,+1.38%,1.32 M,0.72,7.74 B USD,14.86,2.43 USD,—,4.16%,Distribution services,Buy
UGRO,"urban-gro, Inc.",0.3590 USD,−7.47%,216.68 K,2.63,4.56 M USD,—,−1.60 USD,+3.49%,0.00%,Distribution services,Strong buy
UHAL,U-Haul Holding Company,61.99 USD,+0.60%,106.59 K,1.11,10.91 B USD,29.41,2.11 USD,−35.16%,0.00%,Finance,Neutral
UHG,"United Homes Group, Inc",2.10 USD,+8.81%,470.59 K,1.11,123.07 M USD,3.15,0.67 USD,−88.27%,0.00%,Consumer durables,—
UHS,"Universal Health Services, Inc.",186.21 USD,−0.24%,439.37 K,0.62,12 B USD,10.46,17.81 USD,+50.99%,0.43%,Health services,Buy
UI,Ubiquiti Inc.,393.22 USD,+0.24%,59.82 K,0.42,23.79 B USD,43.34,9.07 USD,+56.78%,0.61%,Electronic technology,Neutral
UIS,Unisys Corporation New,4.76 USD,−2.26%,606.06 K,0.72,338.28 M USD,—,−1.08 USD,+81.81%,0.00%,Technology services,Neutral
UK,Ucommune International Ltd,1.13 USD,−1.74%,4.21 K,0.06,2.4 M USD,—,−9.57 USD,—,0.00%,Finance,—
ULBI,Ultralife Corporation,5.46 USD,−1.27%,60.9 K,0.85,90.82 M USD,17.33,0.32 USD,−50.60%,0.00%,Producer manufacturing,Strong buy
ULCC,"Frontier Group Holdings, Inc.",3.67 USD,−2.13%,1.87 M,0.52,835.9 M USD,12.41,0.30 USD,—,0.00%,Transportation,Neutral
ULH,"Universal Logistics Holdings, Inc.",23.03 USD,−2.25%,34.89 K,0.85,606.45 M USD,7.27,3.17 USD,−30.82%,1.82%,Transportation,Neutral
ULS,UL Solutions Inc.,71.79 USD,+1.11%,419.58 K,0.52,14.39 B USD,42.74,1.68 USD,+28.70%,0.70%,Technology services,Buy
ULTA,"Ulta Beauty, Inc.",407.04 USD,−0.82%,569.22 K,0.85,18.38 B USD,16.04,25.37 USD,−2.58%,0.00%,Retail trade,Buy
ULY,Urgent.ly Inc.,6.09 USD,−10.31%,15.31 K,0.35,7.58 M USD,—,−32.37 USD,−145.16%,0.00%,Technology services,Strong buy
UMAC,"Unusual Machines, Inc.",5.07 USD,+2.84%,1.01 M,0.79,125.89 M USD,—,−3.76 USD,−542.67%,0.00%,Electronic technology,Strong buy
UMBF,UMB Financial Corporation,101.50 USD,−0.62%,634.13 K,1.50,7.71 B USD,12.76,7.95 USD,+5.54%,1.56%,Finance,Buy
UNB,"Union Bankshares, Inc.",30.46 USD,−1.26%,8.4 K,0.57,138.25 M USD,15.68,1.94 USD,−17.66%,4.73%,Finance,—
UNCY,"Unicycive Therapeutics, Inc.",0.5532 USD,+0.75%,472.59 K,0.44,66.73 M USD,—,−0.21 USD,+83.70%,0.00%,Health technology,Strong buy
UNF,Unifirst Corporation,183.45 USD,−0.66%,52.56 K,0.74,3.28 B USD,22.80,8.04 USD,+31.64%,0.74%,Consumer services,Neutral
UNFI,"United Natural Foods, Inc.",29.34 USD,−0.31%,394.76 K,0.55,1.78 B USD,—,−1.38 USD,+29.76%,0.00%,Distribution services,Neutral
UNH,UnitedHealth Group Incorporated,295.57 USD,−0.37%,16.87 M,0.35,268.12 B USD,12.36,23.92 USD,+46.13%,2.84%,Health services,Buy
UNM,Unum Group,79.87 USD,+0.30%,693.33 K,0.72,13.93 B USD,9.42,8.48 USD,+25.72%,2.10%,Finance,Buy
UNP,Union Pacific Corporation,222.11 USD,−0.34%,3.23 M,1.17,132.71 B USD,20.01,11.10 USD,+5.94%,2.40%,Transportation,Buy
UNTY,"Unity Bancorp, Inc.",43.36 USD,+0.77%,54.61 K,1.56,434.95 M USD,10.17,4.27 USD,+11.94%,1.22%,Finance,Strong buy
UOKA,MDJM LTD,2.42 USD,−3.20%,76.18 K,0.08,2.59 M USD,—,−0.22 USD,−118.41%,0.00%,Finance,—
UONE,"Urban One, Inc.",1.75 USD,+1.74%,6.14 K,0.30,43.98 M USD,—,−2.66 USD,"−1,615.05%",0.00%,Consumer services,—
UP,Wheels Up Experience Inc.,1.68 USD,+3.07%,892.91 K,1.05,1.17 B USD,—,−0.49 USD,+95.14%,0.00%,Transportation,—
UPB,"Upstream Bio, Inc.",9.16 USD,−1.61%,285.14 K,0.90,492.75 M USD,—,—,—,0.00%,Health technology,Strong buy
UPBD,"Upbound Group, Inc.",22.88 USD,−2.26%,467.03 K,1.12,1.32 B USD,10.71,2.14 USD,—,6.64%,Finance,Buy
UPC,Universe Pharmaceuticals Inc,4.67 USD,−15.09%,61.04 K,0.21,2.63 M USD,0.05,98.42 USD,—,0.00%,Health technology,—
UPLD,"Upland Software, Inc.",2.24 USD,−3.03%,78.76 K,0.80,63.8 M USD,—,−1.73 USD,+63.63%,0.00%,Technology services,Buy
UPS,"United Parcel Service, Inc.",95.37 USD,−1.65%,3.32 M,0.56,80.76 B USD,13.91,6.86 USD,−0.64%,6.85%,Transportation,Buy
UPST,"Upstart Holdings, Inc.",45.26 USD,−0.81%,4.78 M,0.78,4.31 B USD,—,−0.75 USD,+63.65%,0.00%,Finance,Neutral
UPWK,Upwork Inc.,15.75 USD,−2.90%,1.4 M,0.62,2.07 B USD,9.44,1.67 USD,+386.44%,0.00%,Commercial services,Buy
UPXI,"Upexi, Inc.",10.68 USD,−21.70%,377.17 K,0.46,397.87 M USD,—,—,—,0.00%,Health technology,—
URBN,"Urban Outfitters, Inc.",72.28 USD,−1.27%,4.37 M,1.32,6.7 B USD,15.14,4.77 USD,+52.15%,0.00%,Retail trade,Neutral
URGN,UroGen Pharma Ltd.,4.19 USD,+2.70%,2.34 M,0.69,193.19 M USD,—,−3.18 USD,+6.32%,0.00%,Health technology,Buy
URI,"United Rentals, Inc.",700.10 USD,−0.51%,333.19 K,0.61,45.51 B USD,18.13,38.62 USD,+4.55%,0.95%,Finance,Buy
USAC,"USA Compression Partners, LP",25.01 USD,+1.26%,194.08 K,1.00,2.94 B USD,37.41,0.67 USD,+66.21%,8.40%,Industrial services,Neutral
USAR,"USA Rare Earth, Inc.",9.30 USD,+2.09%,643.31 K,1.03,136.29 M USD,27.57,0.34 USD,—,0.00%,Producer manufacturing,Strong buy
USAU,U.S. Gold Corp.,10.78 USD,+3.26%,229.12 K,0.75,136.83 M USD,—,−1.36 USD,−83.84%,0.00%,Non-energy minerals,Strong buy
USB,U.S. Bancorp,42.94 USD,−0.42%,5.8 M,0.78,66.9 B USD,10.63,4.04 USD,+34.00%,4.63%,Finance,Buy
USCB,"USCB Financial Holdings, Inc.",16.65 USD,+0.30%,14.11 K,0.52,333.81 M USD,12.03,1.38 USD,+77.13%,1.50%,Finance,Buy
USEA,United Maritime Corporation,1.27 USD,−0.63%,17.67 K,0.63,11.69 M USD,—,−0.76 USD,−326.63%,18.50%,Transportation,Strong buy
USEG,U.S. Energy Corp.,1.34 USD,+9.84%,1.22 M,5.01,45.55 M USD,—,−0.68 USD,+57.32%,0.00%,Energy minerals,Buy
USFD,US Foods Holding Corp.,75.83 USD,−0.08%,1.97 M,0.90,17.54 B USD,34.84,2.18 USD,+7.23%,0.00%,Distribution services,Buy
USGO,U.S. GoldMining Inc.,9.83 USD,+11.45%,26.52 K,1.19,122.96 M USD,—,−0.71 USD,+6.80%,0.00%,Non-energy minerals,—
USIO,"Usio, Inc.",1.41 USD,−0.70%,39.82 K,0.43,37.51 M USD,11.60,0.12 USD,—,0.00%,Finance,Strong buy
USLM,"United States Lime & Minerals, Inc.",102.63 USD,−1.89%,69.27 K,0.80,2.94 B USD,24.46,4.20 USD,+50.09%,0.20%,Non-energy minerals,Neutral
USM,United States Cellular Corporation,61.08 USD,+0.33%,112.86 K,0.55,5.19 B USD,—,−0.46 USD,−167.32%,0.00%,Communications,Buy
USNA,"USANA Health Sciences, Inc.",29.42 USD,−2.13%,125.46 K,0.65,547.89 M USD,16.11,1.83 USD,−42.99%,0.00%,Health technology,—
USPH,"U.S. Physical Therapy, Inc.",73.89 USD,−2.00%,107.23 K,0.96,1.12 B USD,34.00,2.17 USD,+76.89%,2.40%,Health services,Strong buy
UTHR,United Therapeutics Corporation,307.65 USD,−0.35%,269.59 K,0.58,13.88 B USD,12.28,25.06 USD,+18.48%,0.00%,Health technology,Buy
UTI,Universal Technical Institute Inc,34.99 USD,+2.04%,827.57 K,0.56,1.9 B USD,33.74,1.04 USD,+188.30%,0.00%,Commercial services,Strong buy
UTL,UNITIL Corporation,53.93 USD,+1.30%,60.66 K,0.82,876.41 M USD,18.39,2.93 USD,−2.27%,3.20%,Utilities,Buy
UTMD,"Utah Medical Products, Inc.",53.76 USD,+0.19%,14.84 K,1.32,174.62 M USD,14.23,3.78 USD,−16.24%,2.25%,Health technology,—
UTSI,UTStarcom Holdings Corp,2.67 USD,+0.75%,1.99 K,1.12,25.29 M USD,—,−0.48 USD,−8.17%,0.00%,Electronic technology,—
UTZ,Utz Brands Inc,12.26 USD,+0.91%,967.78 K,0.83,1.73 B USD,38.38,0.32 USD,—,1.96%,Consumer non-durables,Buy
UUU,"Universal Security Instruments, Inc.",2.38 USD,+1.12%,92.53 K,2.48,5.5 M USD,—,−0.55 USD,−449.87%,0.00%,Electronic technology,—
UUUU,Energy Fuels Inc,5.40 USD,+20.00%,33.18 M,4.79,1.17 B USD,—,−0.43 USD,−545.23%,0.00%,Non-energy minerals,Strong buy
UVE,UNIVERSAL INSURANCE HOLDINGS INC,26.30 USD,−0.27%,137.63 K,0.45,740.21 M USD,11.51,2.28 USD,−10.57%,2.43%,Finance,Buy
UVSP,Univest Financial Corporation,29.38 USD,−0.81%,87.72 K,0.71,848.5 M USD,11.02,2.67 USD,+11.89%,2.86%,Finance,Neutral
UVV,Universal Corporation,59.31 USD,+1.21%,157.64 K,0.83,1.47 B USD,11.83,5.01 USD,−5.67%,5.46%,Distribution services,—
UWMC,UWM Holdings Corporation,4.06 USD,−1.22%,3.34 M,0.60,6.49 B USD,—,−0.15 USD,−37.78%,9.85%,Finance,Buy
V,Visa Inc.,353.54 USD,−1.24%,5.35 M,0.96,685.57 B USD,35.96,9.83 USD,+11.65%,0.63%,Finance,Buy
VABK,Virginia National Bankshares Corporation,36.91 USD,+0.85%,4.67 K,1.09,199.02 M USD,11.19,3.30 USD,+3.78%,3.58%,Finance,—
VAC,Marriott Vacations Worldwide Corporation,65.76 USD,−2.71%,495 K,0.83,2.27 B USD,11.25,5.84 USD,+7.68%,4.71%,Consumer services,Buy
VACH,Voyager Acquisition Corp,10.31 USD,0.00%,105,0.00,326.05 M USD,78.76,0.13 USD,—,0.00%,Finance,—
VAL,Valaris Limited,36.28 USD,+0.61%,1.04 M,0.68,2.58 B USD,8.52,4.26 USD,−62.75%,0.00%,Industrial services,Buy
VALU,"Value Line, Inc.",38.58 USD,−0.57%,2.44 K,0.77,363.18 M USD,16.89,2.28 USD,+17.95%,3.18%,Consumer services,—
VANI,"Vivani Medical, Inc.",1.13 USD,−0.88%,22.66 K,0.29,66.95 M USD,—,−0.42 USD,+15.59%,0.00%,Health technology,Strong buy
VATE,INNOVATE Corp.,6.32 USD,−7.60%,60.02 K,1.78,83.95 M USD,—,−3.39 USD,+40.87%,0.00%,Industrial services,—
VBTX,"Veritex Holdings, Inc.",23.98 USD,−0.33%,273.51 K,0.82,1.3 B USD,11.76,2.04 USD,+18.44%,3.34%,Finance,Buy
VC,Visteon Corporation,83.01 USD,−1.18%,262.13 K,0.83,2.26 B USD,7.77,10.68 USD,−38.95%,0.00%,Producer manufacturing,Buy
VCEL,Vericel Corporation,40.92 USD,−1.11%,300.72 K,0.54,2.06 B USD,"1,035.95",0.04 USD,—,0.00%,Health technology,Strong buy
VCIC,Vine Hill Capital Investment Corp.,10.30 USD,−0.10%,156.47 K,3.04,302.13 M USD,73.05,0.14 USD,—,0.00%,Finance,—
VCIG,VCI Global Limited,2.90 USD,−3.01%,5.43 M,19.36,8.12 M USD,—,—,—,0.00%,Commercial services,—
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",61.09 USD,−0.46%,393.13 K,1.19,4.11 B USD,13.59,4.50 USD,+37.74%,2.77%,Finance,Buy
VCYT,"Veracyte, Inc.",27.16 USD,−0.88%,612.39 K,0.56,2.13 B USD,64.74,0.42 USD,—,0.00%,Health technology,Buy
VECO,Veeco Instruments Inc.,19.20 USD,−1.18%,592.54 K,0.93,1.15 B USD,18.04,1.06 USD,—,0.00%,Electronic technology,Buy
VEEA,Veea Inc.,2.14 USD,−10.83%,57.54 K,0.89,78.06 M USD,—,−1.10 USD,−151.02%,0.00%,Technology services,—
VEEE,Twin Vee PowerCats Co.,2.32 USD,−1.69%,156.68 K,0.23,5.19 M USD,—,−10.32 USD,−27.43%,0.00%,Consumer durables,—
VEEV,Veeva Systems Inc.,233.00 USD,−1.07%,858.49 K,0.61,37.97 B USD,53.81,4.33 USD,+34.61%,0.00%,Technology services,Buy
VEL,"Velocity Financial, Inc.",16.48 USD,0.00%,88.59 K,0.69,601.38 M USD,8.61,1.92 USD,+15.06%,0.00%,Finance,Buy
VENU,Venu Holding Corporation,8.84 USD,−2.81%,6.41 K,0.22,334.85 M USD,—,−0.87 USD,—,0.00%,Consumer services,Strong buy
VERA,"Vera Therapeutics, Inc.",19.64 USD,+0.05%,1.06 M,1.51,1.25 B USD,—,−3.00 USD,−46.70%,0.00%,Health technology,Strong buy
VERB,"Verb Technology Company, Inc.",6.26 USD,−0.16%,11.34 K,0.07,8.88 M USD,—,−13.15 USD,+98.06%,0.00%,Technology services,Strong buy
VERI,"Veritone, Inc.",1.75 USD,+0.87%,406.38 K,0.67,79.04 M USD,—,−2.48 USD,−7.96%,0.00%,Commercial services,Buy
VERO,Venus Concept Inc.,2.28 USD,+2.70%,27.5 K,0.39,3.25 M USD,—,−76.26 USD,−3.69%,0.00%,Health technology,Neutral
VERU,Veru Inc.,0.4985 USD,+1.78%,960.14 K,1.07,73.07 M USD,—,−0.22 USD,+36.26%,0.00%,Health technology,Strong buy
VERV,"Verve Therapeutics, Inc.",4.36 USD,−0.46%,1.38 M,0.49,388.66 M USD,—,−2.11 USD,+26.65%,0.00%,Health technology,Strong buy
VERX,"Vertex, Inc.",37.94 USD,−2.84%,635.93 K,0.82,6.01 B USD,—,−0.29 USD,−761.66%,0.00%,Technology services,Buy
VFC,V.F. Corporation,12.00 USD,−1.32%,11.78 M,1.17,4.68 B USD,—,−0.15 USD,+93.97%,3.00%,Consumer non-durables,Neutral
VFF,"Village Farms International, Inc.",1.24 USD,+2.48%,1.5 M,0.56,139.3 M USD,—,−0.36 USD,−40.10%,0.00%,Miscellaneous,Strong buy
VFS,VinFast Auto Ltd.,3.50 USD,−1.13%,186.8 K,0.47,8.19 B USD,—,−1.32 USD,−159.15%,0.00%,Consumer durables,Buy
VG,"Venture Global, Inc.",11.39 USD,+3.73%,6.2 M,0.83,27.56 B USD,—,—,—,0.00%,Industrial services,Buy
VGAS,"Verde Clean Fuels, Inc.",3.44 USD,+1.78%,2.21 K,0.66,153.25 M USD,—,−0.49 USD,−10.75%,0.00%,Process industries,—
VGZ,Vista Gold Corp,1.23 USD,+0.82%,902.06 K,0.96,153.54 M USD,17.35,0.07 USD,—,0.00%,Non-energy minerals,Strong buy
VHC,VirnetX Holding Corp,7.83 USD,−1.83%,2.56 K,0.60,33.2 M USD,—,−4.61 USD,+40.08%,0.00%,Technology services,—
VHI,"Valhi, Inc.",15.37 USD,−2.35%,6.92 K,0.43,434.89 M USD,3.74,4.11 USD,"+19,465.71%",2.08%,Process industries,—
VIAV,Viavi Solutions Inc.,9.09 USD,0.00%,1.99 M,0.87,2.03 B USD,432.86,0.02 USD,—,0.00%,Technology services,Buy
VICR,Vicor Corporation,41.67 USD,+0.29%,149.92 K,0.69,1.88 B USD,81.53,0.51 USD,−16.92%,0.00%,Electronic technology,Buy
VIGL,"Vigil Neuroscience, Inc.",7.89 USD,+0.13%,3.71 M,1.02,368.24 M USD,—,−2.06 USD,+3.05%,0.00%,Health technology,Neutral
VIK,Viking Holdings Ltd,43.77 USD,+1.39%,2.76 M,0.91,19.4 B USD,35.53,1.23 USD,—,0.00%,Consumer services,Buy
VINP,Vinci Partners Investments Ltd.,9.78 USD,+0.31%,24.75 K,0.36,626.37 M USD,25.40,0.39 USD,−44.69%,0.01%,Finance,Strong buy
VIR,"Vir Biotechnology, Inc.",4.50 USD,−2.39%,1.39 M,0.81,622.07 M USD,—,−4.22 USD,−5.24%,0.00%,Health technology,Buy
VIRC,Virco Manufacturing Corporation,8.20 USD,−1.20%,32.9 K,0.48,131.91 M USD,6.17,1.33 USD,−0.87%,1.16%,Producer manufacturing,Strong buy
VIRT,"Virtu Financial, Inc.",40.75 USD,−0.56%,724.1 K,0.77,6.28 B USD,11.75,3.47 USD,+141.80%,2.36%,Finance,Neutral
VITL,"Vital Farms, Inc.",33.23 USD,−3.23%,715.95 K,0.90,1.48 B USD,29.52,1.13 USD,+30.98%,0.00%,Process industries,Strong buy
VIVK,"Vivakor, Inc.",0.7499 USD,−4.59%,66.59 K,2.56,35.47 M USD,—,−0.75 USD,−53.96%,0.00%,Process industries,—
VIVS,"VivoSim Labs, Inc.",1.98 USD,−1.00%,32.3 K,0.45,3.37 M USD,—,−10.35 USD,+60.26%,0.00%,Health technology,—
VKTX,"Viking Therapeutics, Inc.",26.98 USD,−2.70%,1.81 M,0.66,3.03 B USD,—,−1.15 USD,−23.84%,0.00%,Health technology,Strong buy
VLCN,"Volcon, Inc.",0.5702 USD,−7.54%,225.53 K,1.78,2.48 M USD,—,−45.19 USD,+99.98%,0.00%,Consumer durables,—
VLGEA,"Village Super Market, Inc.",36.80 USD,+1.80%,36.71 K,1.00,489.45 M USD,9.87,3.73 USD,+3.48%,2.72%,Retail trade,—
VLN,Valens Semiconductor Ltd.,2.26 USD,−4.24%,287.34 K,1.06,238.92 M USD,—,−0.33 USD,−39.21%,0.00%,Electronic technology,Strong buy
VLO,Valero Energy Corporation,128.55 USD,−0.13%,2.05 M,0.72,40.26 B USD,45.32,2.84 USD,−85.96%,3.38%,Energy minerals,Strong buy
VLTO,Veralto Corp,100.46 USD,−0.51%,1.07 M,0.94,24.9 B USD,28.73,3.50 USD,+8.17%,0.40%,Producer manufacturing,Buy
VLY,Valley National Bancorp,8.70 USD,+0.12%,8.49 M,0.95,4.87 B USD,12.67,0.69 USD,−19.02%,5.06%,Finance,Buy
VMAR,Vision Marine Technologies Inc.,6.40 USD,+3.06%,23.34 K,0.78,7.08 M USD,—,−426.32 USD,+55.17%,0.00%,Consumer durables,Strong buy
VMC,Vulcan Materials Company (Holding Company),268.19 USD,−1.28%,816.42 K,0.92,35.43 B USD,38.02,7.05 USD,+2.96%,0.70%,Non-energy minerals,Buy
VMD,"Viemed Healthcare, Inc.",6.42 USD,−1.53%,139.8 K,0.63,253.74 M USD,21.52,0.30 USD,+16.93%,0.00%,Health services,Strong buy
VMEO,"Vimeo, Inc.",4.36 USD,−2.02%,930.69 K,0.90,718.28 M USD,44.72,0.10 USD,−42.44%,0.00%,Technology services,Buy
VMI,"Valmont Industries, Inc.",312.46 USD,−0.05%,66.27 K,0.60,6.27 B USD,18.18,17.18 USD,+116.88%,0.79%,Producer manufacturing,Buy
VNCE,Vince Holding Corp.,1.47 USD,−7.55%,31.83 K,1.26,18.88 M USD,—,−1.51 USD,−173.96%,0.00%,Consumer non-durables,Buy
VNDA,Vanda Pharmaceuticals Inc.,4.33 USD,+2.12%,297.84 K,0.46,255.19 M USD,—,−0.76 USD,−793.98%,0.00%,Health technology,Buy
VNOM,"Viper Energy, Inc.",39.67 USD,−0.85%,681.9 K,0.83,8.68 B USD,10.44,3.80 USD,+39.33%,6.28%,Energy minerals,Strong buy
VNRX,VolitionRX Limited,0.5155 USD,−0.27%,188.19 K,0.49,53.11 M USD,—,−0.27 USD,+41.65%,0.00%,Health technology,Strong buy
VNT,Vontier Corporation,35.26 USD,−1.54%,541.75 K,0.58,5.21 B USD,14.36,2.46 USD,−11.22%,0.28%,Transportation,Buy
VOC,VOC Energy Trust,2.95 USD,−3.91%,70.37 K,1.24,50.15 M USD,4.72,0.63 USD,−26.90%,19.49%,Miscellaneous,—
VOR,Vor Biopharma Inc.,0.1766 USD,−5.46%,1.56 M,0.19,22.07 M USD,—,−1.51 USD,+15.10%,0.00%,Health technology,Neutral
VOYA,"Voya Financial, Inc.",65.74 USD,−1.47%,688.29 K,0.84,6.33 B USD,12.40,5.30 USD,−24.61%,2.66%,Finance,Buy
VPG,"Vishay Precision Group, Inc.",25.99 USD,−1.22%,159.27 K,0.89,344.56 M USD,113.59,0.23 USD,−87.36%,0.00%,Electronic technology,Strong buy
VRA,"Vera Bradley, Inc.",2.03 USD,−5.14%,88.11 K,0.54,56.67 M USD,—,−2.22 USD,−995.25%,0.00%,Consumer non-durables,Strong buy
VRAR,"The Glimpse Group, Inc.",1.40 USD,−1.41%,28.02 K,0.14,29.48 M USD,—,−0.35 USD,+76.16%,0.00%,Technology services,Strong buy
VRAX,Virax Biolabs Group Limited,1.02 USD,+2.00%,28.88 K,0.36,4.43 M USD,—,−2.37 USD,+43.76%,0.00%,Finance,Strong buy
VRCA,Verrica Pharmaceuticals Inc.,0.6117 USD,−1.34%,112.04 K,0.39,56.58 M USD,—,−1.20 USD,+31.22%,0.00%,Health technology,Buy
VRDN,"Viridian Therapeutics, Inc.",13.57 USD,−0.73%,645.43 K,0.83,1.11 B USD,—,−4.05 USD,+10.13%,0.00%,Health technology,Strong buy
VREX,Varex Imaging Corporation,7.52 USD,−2.72%,373.93 K,0.71,312.08 M USD,—,−1.06 USD,−227.23%,0.00%,Health technology,Strong buy
VRM,"Vroom, Inc.",24.50 USD,+1.03%,6.24 K,0.86,44.64 M USD,—,−46.37 USD,+77.24%,0.00%,Retail trade,—
VRME,"VerifyMe, Inc.",0.7198 USD,+0.95%,69.29 K,0.74,8.94 M USD,—,−0.36 USD,−49.12%,0.00%,Technology services,Strong buy
VRNS,"Varonis Systems, Inc.",46.82 USD,+0.13%,705.41 K,0.54,5.24 B USD,—,−0.81 USD,+13.71%,0.00%,Technology services,Buy
VRNT,Verint Systems Inc.,16.80 USD,−1.52%,620.7 K,1.12,1.01 B USD,17.23,0.97 USD,+242.55%,0.00%,Technology services,Buy
VRRM,Verra Mobility Corporation,23.46 USD,−1.26%,627.65 K,0.53,3.74 B USD,116.37,0.20 USD,−59.25%,0.00%,Transportation,Strong buy
VRSK,"Verisk Analytics, Inc.",313.77 USD,−0.18%,548.02 K,0.75,43.89 B USD,45.95,6.83 USD,+27.38%,0.52%,Technology services,Neutral
VRSN,"VeriSign, Inc.",279.76 USD,−0.75%,556.59 K,0.63,26.27 B USD,34.20,8.18 USD,+0.56%,0.00%,Technology services,Neutral
VRT,"Vertiv Holdings, LLC",104.14 USD,−0.06%,3.97 M,0.62,39.69 B USD,60.38,1.72 USD,+65.83%,0.12%,Electronic technology,Strong buy
VRTS,"Virtus Investment Partners, Inc.",166.96 USD,−1.27%,32.37 K,0.72,1.15 B USD,9.90,16.86 USD,+1.58%,5.18%,Finance,Sell
VRTX,Vertex Pharmaceuticals Incorporated,436.00 USD,+0.45%,1.43 M,0.81,111.96 B USD,—,−3.92 USD,−125.45%,0.00%,Health technology,Buy
VS,Versus Systems Inc.,1.98 USD,−2.47%,5.16 K,0.38,9.69 M USD,—,−1.20 USD,+80.09%,0.00%,Technology services,—
VSAT,"ViaSat, Inc.",9.15 USD,−9.23%,4.07 M,1.54,1.18 B USD,—,−4.45 USD,+48.79%,0.00%,Electronic technology,Buy
VSCO,Victorias Secret & Co.,22.27 USD,−2.54%,1.7 M,0.66,1.78 B USD,11.33,1.97 USD,+43.26%,0.00%,Retail trade,Neutral
VSEC,VSE Corporation,126.69 USD,−0.19%,182.94 K,0.72,2.62 B USD,160.00,0.79 USD,−51.60%,0.32%,Industrial services,Strong buy
